date,temperature,rainfall,humidity,holiday,weekend,population_density,event_level,waste_volume
2022-05-21,29.9,4.7,71.4,0,1,9051,2,105.84
2022-05-22,31.3,5.1,79.1,0,1,8871,0,83.89
2022-05-23,32.5,27.6,76.0,0,0,9111,0,69.0
2022-05-24,33.7,7.3,79.0,0,0,9169,0,76.44
2022-05-25,32.6,19.1,73.9,0,0,8612,0,68.13
2022-05-26,33.5,31.9,76.2,0,0,8829,0,69.96
2022-05-27,33.6,7.5,73.1,0,0,8946,0,71.6
2022-05-28,33.3,18.1,75.2,0,1,8884,2,99.41
2022-05-29,33.1,6.2,79.1,0,1,8547,2,99.67
2022-05-30,34.2,0.0,74.5,0,0,8967,0,74.93
2022-05-31,32.2,17.0,76.9,0,0,8600,1,73.23
2022-06-01,28.9,2.2,80.9,1,0,8781,3,117.64
2022-06-02,27.2,21.6,80.1,0,0,8573,2,86.17
2022-06-03,28.8,12.0,76.8,0,0,8759,0,76.45
2022-06-04,31.8,18.5,79.2,0,1,9084,0,88.82
2022-06-05,33.1,21.5,82.0,0,1,8798,2,110.19
2022-06-06,32.5,13.2,76.3,0,0,8667,0,78.46
2022-06-07,31.6,16.4,79.6,0,0,8745,0,74.46
2022-06-08,31.4,3.8,83.2,0,0,9091,0,76.99
2022-06-09,31.6,0.0,72.4,0,0,8790,0,76.06
2022-06-10,30.4,1.5,74.1,0,0,9145,0,78.33
2022-06-11,30.4,1.8,72.9,0,1,9002,1,103.8
2022-06-12,31.2,8.8,78.5,0,1,8890,0,92.59
2022-06-13,33.4,43.9,82.3,0,0,8688,0,74.35
2022-06-14,30.3,5.7,76.8,0,0,8772,0,78.15
2022-06-15,29.1,6.2,76.3,0,0,9013,0,80.26
2022-06-16,32.9,21.7,79.9,0,0,8875,0,75.81
2022-06-17,27.7,15.8,81.3,0,0,8510,0,74.05
2022-06-18,29.5,0.4,70.4,0,1,8930,2,109.0
2022-06-19,30.6,21.6,68.7,0,1,8609,1,93.56
2022-06-20,30.9,8.1,77.7,0,0,8753,0,73.77
2022-06-21,31.0,12.0,74.8,0,0,9052,0,76.66
2022-06-22,33.0,0.0,72.9,0,0,9050,0,78.65
2022-06-23,29.5,10.4,70.8,0,0,8479,0,71.2
2022-06-24,28.3,9.1,75.5,0,0,8727,0,70.54
2022-06-25,31.7,7.9,80.9,0,1,8957,2,110.88
2022-06-26,30.5,0.0,78.8,0,1,8977,1,99.95
2022-06-27,31.6,12.7,76.1,0,0,8925,0,73.74
2022-06-28,27.5,3.6,80.4,0,0,8917,0,75.53
2022-06-29,31.2,16.6,73.4,0,0,9084,0,78.57
2022-06-30,30.2,5.6,74.0,0,0,8669,0,75.71
2022-07-01,29.0,6.4,75.1,0,0,8736,0,72.02
2022-07-02,30.6,11.8,74.5,0,1,8591,1,89.31
2022-07-03,28.3,0.0,77.5,0,1,8705,2,105.33
2022-07-04,30.1,19.0,80.1,0,0,8438,0,68.65
2022-07-05,33.2,0.0,74.2,0,0,8716,0,75.98
2022-07-06,29.3,7.8,72.2,0,0,8471,0,72.17
2022-07-07,28.5,11.9,81.5,0,0,8916,0,76.28
2022-07-08,27.4,0.0,77.5,0,0,8583,0,74.13
2022-07-09,32.2,0.0,76.9,0,1,8700,1,102.55
2022-07-10,28.8,0.1,80.2,0,1,8535,0,79.1
2022-07-11,29.5,12.0,80.7,0,0,9038,0,80.83
2022-07-12,29.8,0.0,73.7,0,0,8850,0,68.87
2022-07-13,29.4,17.8,72.6,0,0,8892,0,81.08
2022-07-14,31.2,0.0,77.8,0,0,8780,0,70.24
2022-07-15,27.4,27.1,80.7,0,0,8681,0,79.03
2022-07-16,27.4,33.8,80.0,0,1,8866,1,91.58
2022-07-17,29.5,5.0,73.1,0,1,8920,2,111.83
2022-07-18,28.8,15.1,79.2,0,0,8722,0,78.36
2022-07-19,31.6,21.2,77.0,0,0,9154,0,76.16
2022-07-20,30.3,28.0,74.3,0,0,9016,0,74.77
2022-07-21,29.4,11.9,76.1,0,0,8569,0,71.51
2022-07-22,29.0,0.0,70.6,0,0,8675,0,77.1
2022-07-23,28.9,11.4,81.9,0,1,8730,1,93.54
2022-07-24,31.8,4.6,77.3,0,1,8934,1,95.53
2022-07-25,28.4,17.2,75.3,0,0,8810,0,77.31
2022-07-26,29.9,8.2,76.2,0,0,8677,0,72.41
2022-07-27,28.0,36.7,82.2,0,0,8404,0,68.98
2022-07-28,28.9,3.9,78.1,0,0,8572,0,74.16
2022-07-29,29.5,21.8,76.9,0,0,9155,0,74.76
2022-07-30,30.6,13.0,75.4,0,1,8268,2,97.18
2022-07-31,31.3,17.1,75.4,0,1,8802,0,93.69
2022-08-01,31.1,1.5,79.8,0,0,8815,1,77.56
2022-08-02,28.5,10.3,71.7,0,0,9017,0,70.74
2022-08-03,29.5,0.0,77.3,0,0,8625,0,68.51
2022-08-04,27.8,7.3,78.1,0,0,8724,0,70.44
2022-08-05,28.0,7.3,78.7,0,0,8590,1,71.92
2022-08-06,25.7,9.2,76.2,0,1,8559,0,78.56
2022-08-07,26.1,24.3,74.9,0,1,8952,1,87.29
2022-08-08,27.8,29.5,80.0,0,0,9228,0,65.93
2022-08-09,26.5,4.2,71.5,0,0,9081,0,76.69
2022-08-10,27.4,9.2,71.9,0,0,8754,0,73.36
2022-08-11,28.1,3.1,75.9,0,0,9088,0,69.87
2022-08-12,26.7,4.5,73.0,0,0,8395,0,63.24
2022-08-13,28.3,24.9,79.8,0,1,9077,1,89.37
2022-08-14,30.5,14.5,76.3,0,1,8732,1,83.76
2022-08-15,27.5,18.7,77.8,0,0,9089,1,83.49
2022-08-16,31.3,28.9,74.4,0,0,8742,0,67.18
2022-08-17,24.9,28.3,73.1,1,0,9122,1,101.29
2022-08-18,25.9,0.0,77.2,0,0,8667,0,65.85
2022-08-19,27.0,11.0,78.2,0,0,9016,0,70.9
2022-08-20,26.2,0.0,72.3,0,1,8656,1,90.51
2022-08-21,28.8,0.0,74.5,0,1,8509,1,84.71
2022-08-22,27.2,21.2,78.6,0,0,8639,0,66.97
2022-08-23,27.9,25.0,77.6,0,0,9098,0,73.11
2022-08-24,28.0,5.3,80.6,0,0,8816,0,68.46
2022-08-25,27.1,0.0,78.3,0,0,8541,0,64.09
2022-08-26,29.5,0.0,75.4,0,0,8914,0,67.14
2022-08-27,28.2,30.7,79.6,0,1,9193,1,91.73
2022-08-28,31.7,5.4,78.7,0,1,8662,0,81.81
2022-08-29,30.1,0.0,74.7,0,0,8882,0,74.3
2022-08-30,29.2,15.6,69.7,0,0,8918,0,70.45
2022-08-31,26.4,19.0,76.5,0,0,8975,0,66.64
2022-09-01,26.3,11.3,76.0,0,0,8591,0,61.27
2022-09-02,27.7,15.2,72.6,0,0,8791,0,77.7
2022-09-03,27.0,23.7,80.5,0,1,8763,2,94.64
2022-09-04,27.0,4.8,78.5,0,1,9033,2,99.01
2022-09-05,26.3,6.8,71.4,0,0,8921,0,71.01
2022-09-06,24.0,14.9,75.3,0,0,8640,0,63.37
2022-09-07,25.7,6.9,74.4,0,0,8730,0,66.32
2022-09-08,25.3,8.6,71.7,0,0,8969,0,75.14
2022-09-09,27.8,19.9,78.7,0,0,8995,0,73.24
2022-09-10,25.8,14.0,81.8,0,1,8970,2,94.23
2022-09-11,26.7,4.4,74.2,0,1,8868,1,84.13
2022-09-12,27.5,23.8,77.0,0,0,8784,0,66.08
2022-09-13,25.7,26.4,77.3,0,0,8924,0,67.09
2022-09-14,26.2,12.7,76.9,0,0,8921,0,75.93
2022-09-15,27.5,0.0,71.8,0,0,9003,0,70.78
2022-09-16,25.4,17.8,73.7,0,0,8967,0,66.93
2022-09-17,27.6,8.1,73.4,0,1,9058,1,90.57
2022-09-18,26.5,8.0,74.5,0,1,8609,2,94.63
2022-09-19,25.9,13.0,76.1,0,0,8915,0,66.46
2022-09-20,25.3,13.4,73.5,0,0,8984,0,71.49
2022-09-21,28.1,6.0,79.1,0,0,9133,1,83.65
2022-09-22,29.2,0.0,76.3,0,0,8332,0,66.93
2022-09-23,27.2,9.7,74.5,0,0,8606,0,65.88
2022-09-24,25.0,5.2,80.5,0,1,8656,2,91.45
2022-09-25,26.6,15.2,78.2,0,1,8884,1,82.72
2022-09-26,25.6,16.7,78.4,0,0,8934,1,76.66
2022-09-27,27.2,20.6,76.3,0,0,8652,0,67.18
2022-09-28,25.0,6.1,70.9,0,0,8909,0,67.18
2022-09-29,28.8,19.2,74.4,0,0,8761,0,75.26
2022-09-30,25.2,8.2,76.0,0,0,8814,0,71.18
2022-10-01,25.1,4.9,74.2,0,1,8865,3,96.26
2022-10-02,26.2,0.0,79.9,0,1,8804,0,74.02
2022-10-03,26.0,0.0,74.2,0,0,8288,1,68.83
2022-10-04,28.2,26.0,79.6,0,0,8709,0,71.37
2022-10-05,27.7,5.8,81.5,0,0,8769,0,72.0
2022-10-06,28.5,0.0,71.3,0,0,8933,0,75.75
2022-10-07,26.1,22.8,76.2,0,0,8906,0,67.96
2022-10-08,28.1,8.1,76.4,0,1,8593,1,85.61
2022-10-09,24.0,10.2,74.6,0,1,9047,2,92.29
2022-10-10,25.3,16.9,78.7,0,0,8921,0,70.86
2022-10-11,24.7,0.0,69.4,0,0,8531,0,66.08
2022-10-12,25.9,0.7,78.3,0,0,8768,1,75.05
2022-10-13,26.3,0.0,74.7,0,0,8651,0,72.51
2022-10-14,24.0,15.7,74.3,0,0,8804,0,68.15
2022-10-15,28.3,24.4,76.6,0,1,8422,1,86.56
2022-10-16,26.4,11.0,78.9,0,1,8450,2,85.99
2022-10-17,24.9,8.3,75.4,0,0,8910,1,84.83
2022-10-18,26.3,0.0,74.5,0,0,9010,0,69.87
2022-10-19,28.0,13.7,69.8,0,0,9016,0,73.62
2022-10-20,24.9,15.0,78.1,0,0,8577,0,69.36
2022-10-21,27.6,18.8,76.9,0,0,8333,1,71.2
2022-10-22,27.1,4.5,79.9,0,1,8685,0,81.55
2022-10-23,26.5,1.0,75.5,0,1,8889,0,83.37
2022-10-24,26.2,17.5,74.9,0,0,8674,2,79.57
2022-10-25,27.0,0.0,73.3,0,0,8992,0,69.03
2022-10-26,26.2,2.8,76.7,0,0,8992,0,70.87
2022-10-27,25.8,0.0,69.5,0,0,8583,0,67.07
2022-10-28,25.6,0.0,77.8,0,0,8366,0,69.27
2022-10-29,25.9,0.0,72.6,0,1,8650,0,80.35
2022-10-30,24.2,18.1,76.4,0,1,8958,0,80.0
2022-10-31,24.0,7.2,80.2,0,0,8708,0,69.39
2022-11-01,27.4,84.0,85.9,0,0,9110,0,61.57
2022-11-02,27.1,120.0,93.4,0,0,8605,0,61.71
2022-11-03,25.9,60.2,88.9,0,0,8755,0,64.69
2022-11-04,27.2,44.3,88.4,0,0,8951,1,78.88
2022-11-05,26.1,100.3,93.3,0,1,8678,1,80.94
2022-11-06,25.7,14.7,87.3,0,1,8911,1,93.64
2022-11-07,25.6,41.6,85.9,0,0,8796,0,69.26
2022-11-08,26.4,86.6,85.3,0,0,9023,1,71.3
2022-11-09,27.5,63.4,85.5,0,0,9029,0,66.15
2022-11-10,25.8,31.8,81.9,0,0,8721,0,67.52
2022-11-11,26.9,7.7,81.1,0,0,8949,0,69.38
2022-11-12,24.7,105.4,91.3,0,1,9036,1,88.1
2022-11-13,25.5,74.3,93.5,0,1,8950,0,71.7
2022-11-14,27.0,23.9,79.3,0,0,8762,0,67.98
2022-11-15,28.0,0.0,84.9,0,0,8791,1,79.05
2022-11-16,27.5,15.0,86.1,0,0,8534,0,66.73
2022-11-17,27.2,110.4,92.6,0,0,8423,0,60.6
2022-11-18,24.2,48.7,85.2,0,0,8578,0,64.6
2022-11-19,26.5,62.2,86.4,0,1,8626,1,82.57
2022-11-20,26.3,72.0,89.8,0,1,9047,0,74.63
2022-11-21,26.5,0.0,80.8,0,0,8650,0,65.25
2022-11-22,27.3,11.7,78.6,0,0,8849,0,73.22
2022-11-23,26.9,5.1,79.1,0,0,8948,0,71.77
2022-11-24,27.9,7.6,84.7,0,0,8698,1,78.99
2022-11-25,24.0,15.9,88.9,0,0,8568,1,75.55
2022-11-26,25.1,57.7,85.7,0,1,8655,1,86.62
2022-11-27,28.2,0.0,82.5,0,1,8910,3,110.56
2022-11-28,28.9,44.3,83.2,0,0,8741,0,65.67
2022-11-29,25.0,0.0,85.2,0,0,8713,0,69.43
2022-11-30,27.3,0.0,83.3,0,0,8306,0,64.26
2022-12-01,29.0,22.9,82.2,0,0,8837,0,72.55
2022-12-02,27.7,55.2,88.2,0,0,8692,0,65.31
2022-12-03,28.0,26.3,88.9,0,1,8792,2,99.75
2022-12-04,28.1,18.3,83.1,0,1,9012,2,109.03
2022-12-05,31.6,21.2,84.9,0,0,8762,0,74.0
2022-12-06,27.4,6.5,84.4,0,0,8733,1,78.52
2022-12-07,27.1,0.0,85.5,0,0,8561,0,68.61
2022-12-08,26.4,100.2,94.9,0,0,8771,0,75.24
2022-12-09,25.7,70.6,89.4,0,0,8875,0,70.87
2022-12-10,26.3,0.0,73.7,0,1,8930,1,92.89
2022-12-11,29.8,37.6,90.5,0,1,8588,0,84.44
2022-12-12,27.5,120.0,95.0,0,0,8856,0,76.61
2022-12-13,29.5,42.5,87.1,0,0,8755,0,75.21
2022-12-14,24.2,51.6,90.1,0,0,8915,0,61.95
2022-12-15,25.5,82.2,95.0,0,0,8461,0,73.7
2022-12-16,26.6,32.1,88.3,0,0,8580,0,65.63
2022-12-17,26.2,23.7,83.9,0,1,8643,1,89.38
2022-12-18,29.3,14.5,83.4,0,1,8942,1,93.23
2022-12-19,26.5,78.3,90.0,0,0,9104,1,76.93
2022-12-20,25.5,0.0,83.9,0,0,8799,0,75.37
2022-12-21,27.2,1.8,78.2,0,0,8959,0,70.17
2022-12-22,30.8,48.6,85.3,0,0,8651,1,79.99
2022-12-23,28.6,0.0,83.8,0,0,8748,0,78.7
2022-12-24,25.2,0.0,82.4,0,1,8917,0,83.77
2022-12-25,29.4,7.4,77.9,1,1,8803,2,123.86
2022-12-26,26.9,0.0,85.3,0,0,8653,0,73.4
2022-12-27,28.3,48.9,88.5,0,0,8949,0,73.53
2022-12-28,27.5,9.3,81.7,0,0,9056,0,75.63
2022-12-29,30.2,22.9,79.3,0,0,8772,0,70.27
2022-12-30,28.8,0.0,88.2,0,0,8581,0,75.41
2022-12-31,26.3,8.3,87.6,0,1,8815,1,97.09
2023-01-01,30.5,120.0,92.2,1,1,9353,3,135.12
2023-01-02,29.5,19.5,83.7,0,0,9186,0,76.43
2023-01-03,28.9,103.5,88.1,0,0,9083,0,73.18
2023-01-04,32.6,15.8,84.6,0,0,9447,0,79.67
2023-01-05,28.8,41.1,83.7,0,0,9163,0,77.08
2023-01-06,30.1,0.0,79.5,0,0,9431,0,86.53
2023-01-07,31.2,120.0,89.6,0,1,9349,1,95.62
2023-01-08,30.4,69.5,89.3,0,1,9305,2,98.63
2023-01-09,29.8,56.9,83.5,0,0,9255,0,75.65
2023-01-10,28.8,0.0,80.4,0,0,9273,2,95.12
2023-01-11,28.0,80.0,92.6,0,0,9243,0,73.28
2023-01-12,29.0,68.0,93.4,0,0,9476,0,77.41
2023-01-13,28.1,86.6,88.8,0,0,9285,1,83.73
2023-01-14,30.5,100.8,87.9,0,1,9239,2,103.09
2023-01-15,29.4,120.0,91.8,0,1,9002,1,91.24
2023-01-16,29.2,47.0,88.1,0,0,9120,0,82.62
2023-01-17,35.0,22.1,82.3,0,0,9157,0,82.64
2023-01-18,29.5,99.6,88.3,0,0,9467,0,78.6
2023-01-19,26.9,0.0,79.5,0,0,9178,0,78.68
2023-01-20,28.7,4.4,84.1,0,0,8978,0,74.16
2023-01-21,30.6,27.0,82.3,0,1,9472,1,105.54
2023-01-22,31.5,40.4,85.4,0,1,8941,0,87.53
2023-01-23,30.5,24.3,89.0,0,0,9314,0,76.63
2023-01-24,30.2,62.5,88.1,0,0,9151,0,73.08
2023-01-25,30.5,26.1,87.9,0,0,9270,0,75.04
2023-01-26,29.2,18.2,83.2,0,0,9085,0,81.7
2023-01-27,27.8,82.0,90.1,0,0,8973,0,73.43
2023-01-28,28.9,10.4,82.7,0,1,9297,2,111.31
2023-01-29,29.3,34.3,80.6,0,1,9284,1,98.14
2023-01-30,27.7,119.0,94.5,0,0,9320,0,72.19
2023-01-31,30.3,5.1,83.0,0,0,8941,0,70.97
2023-02-01,31.3,56.2,85.2,0,0,9456,0,66.98
2023-02-02,29.6,67.1,88.7,0,0,9170,0,66.22
2023-02-03,29.7,0.0,78.7,0,0,9367,0,72.35
2023-02-04,29.4,64.2,91.1,0,1,9116,2,94.62
2023-02-05,30.2,33.7,86.1,0,1,9216,1,93.75
2023-02-06,30.6,44.6,82.9,0,0,9000,0,69.87
2023-02-07,33.5,43.0,82.9,0,0,9462,0,79.1
2023-02-08,30.2,62.0,87.6,0,0,9231,0,66.78
2023-02-09,30.1,0.0,82.8,0,0,9191,0,73.36
2023-02-10,31.3,11.0,82.1,0,0,9333,0,75.19
2023-02-11,31.9,120.0,93.1,0,1,9001,0,81.36
2023-02-12,31.9,35.5,85.0,0,1,9345,1,93.21
2023-02-13,32.4,14.4,88.1,0,0,9116,0,74.38
2023-02-14,32.2,8.8,81.3,0,0,9112,0,68.98
2023-02-15,30.4,15.3,85.1,0,0,8917,0,69.06
2023-02-16,30.5,36.6,88.4,0,0,9039,0,73.58
2023-02-17,31.9,97.7,93.4,0,0,9339,0,64.49
2023-02-18,28.5,67.6,88.1,0,1,9248,2,99.53
2023-02-19,29.5,120.0,95.0,0,1,9183,0,80.13
2023-02-20,28.9,88.4,87.2,0,0,9083,0,65.36
2023-02-21,32.7,0.0,77.7,0,0,9248,0,72.65
2023-02-22,32.5,0.0,75.4,0,0,9560,0,83.51
2023-02-23,31.4,38.1,84.3,0,0,9248,0,76.53
2023-02-24,30.4,0.0,83.4,0,0,9106,0,72.82
2023-02-25,33.3,0.0,80.6,0,1,9206,1,95.45
2023-02-26,31.1,81.5,91.1,0,1,9237,2,93.13
2023-02-27,33.2,19.2,80.4,0,0,9297,0,76.17
2023-02-28,30.2,67.2,87.3,0,0,9432,0,68.53
2023-03-01,32.8,71.1,89.4,0,0,8867,0,66.83
2023-03-02,32.4,38.8,83.1,0,0,9331,0,78.78
2023-03-03,33.9,39.5,86.8,0,0,9125,0,72.11
2023-03-04,34.3,33.1,85.7,0,1,9545,0,83.57
2023-03-05,32.9,26.0,87.2,0,1,9350,1,88.22
2023-03-06,32.4,50.4,87.8,0,0,9342,1,77.96
2023-03-07,34.6,106.1,95.0,0,0,9098,0,67.31
2023-03-08,33.3,45.2,84.8,0,0,8977,0,71.68
2023-03-09,31.7,30.9,87.2,0,0,9321,1,75.24
2023-03-10,30.8,43.9,84.9,0,0,9260,0,74.31
2023-03-11,32.8,57.5,83.9,0,1,9206,0,76.69
2023-03-12,32.8,104.2,92.1,0,1,9130,1,87.52
2023-03-13,32.9,120.0,92.8,0,0,9151,0,68.32
2023-03-14,35.0,89.3,91.6,0,0,9049,0,73.93
2023-03-15,30.8,0.0,81.9,0,0,9136,0,74.09
2023-03-16,32.0,48.9,81.2,0,0,8803,0,74.54
2023-03-17,32.7,21.9,84.2,0,0,9112,0,73.44
2023-03-18,32.0,27.1,86.4,0,1,9329,1,98.03
2023-03-19,32.8,44.1,92.5,0,1,9442,1,93.44
2023-03-20,31.2,64.2,86.1,0,0,9103,0,69.26
2023-03-21,32.7,112.2,92.3,0,0,9389,0,74.42
2023-03-22,31.0,21.8,82.7,0,0,9402,1,83.77
2023-03-23,31.9,16.7,84.0,0,0,9206,0,76.1
2023-03-24,31.5,0.0,79.0,0,0,8827,0,70.37
2023-03-25,29.8,76.0,84.2,0,1,9260,2,94.62
2023-03-26,32.4,58.3,89.9,0,1,8751,1,87.34
2023-03-27,32.6,24.0,84.5,0,0,9308,0,77.32
2023-03-28,32.1,30.9,84.9,0,0,9432,2,86.87
2023-03-29,35.0,0.0,88.6,0,0,9099,0,72.57
2023-03-30,32.0,32.5,74.7,0,0,9211,1,76.72
2023-03-31,34.1,100.3,88.7,0,0,9353,0,73.55
2023-04-01,31.2,8.6,80.4,0,1,9050,0,80.86
2023-04-02,33.3,11.8,74.0,0,1,9376,1,99.87
2023-04-03,30.2,10.9,77.8,0,0,9109,0,74.74
2023-04-04,32.8,12.0,72.6,0,0,9228,1,80.76
2023-04-05,30.7,10.2,76.9,0,0,9238,0,78.98
2023-04-06,33.9,12.4,78.5,0,0,9216,0,70.95
2023-04-07,34.7,0.0,74.0,0,0,8929,0,78.15
2023-04-08,33.2,13.5,83.2,0,1,9246,0,87.76
2023-04-09,32.4,10.4,75.6,0,1,9110,2,93.59
2023-04-10,34.7,0.0,70.8,0,0,8957,0,78.22
2023-04-11,34.8,3.3,77.0,0,0,9104,1,85.44
2023-04-12,31.0,5.9,73.4,0,0,9447,0,74.83
2023-04-13,35.0,9.1,82.8,0,0,9277,0,73.32
2023-04-14,34.4,8.4,76.8,0,0,8963,1,75.75
2023-04-15,33.0,8.3,73.2,0,1,9358,1,105.65
2023-04-16,33.8,0.0,71.1,0,1,9044,1,90.05
2023-04-17,33.6,0.0,75.0,0,0,9594,0,74.35
2023-04-18,34.3,15.3,75.5,0,0,9062,1,82.53
2023-04-19,33.1,28.8,78.7,0,0,9287,1,75.4
2023-04-20,32.2,16.0,76.0,0,0,8901,0,69.35
2023-04-21,30.4,15.4,76.9,0,0,9187,0,76.77
2023-04-22,33.2,3.6,80.3,1,1,9537,5,170.7
2023-04-23,35.0,18.1,80.9,1,1,9442,2,131.82
2023-04-24,34.2,12.0,79.6,0,0,9533,0,78.09
2023-04-25,32.6,6.6,81.3,0,0,9284,0,74.09
2023-04-26,35.0,0.0,74.5,0,0,8902,0,72.99
2023-04-27,33.6,12.8,72.9,0,0,9241,0,73.15
2023-04-28,30.3,12.6,72.8,0,0,9486,0,74.43
2023-04-29,30.5,0.0,76.6,0,1,8802,2,95.28
2023-04-30,34.2,18.6,69.6,0,1,9278,2,101.8
2023-05-01,33.2,18.2,72.6,1,0,8970,2,114.23
2023-05-02,30.8,19.5,73.5,0,0,9609,0,79.74
2023-05-03,34.6,11.4,80.5,0,0,9493,0,74.98
2023-05-04,33.4,9.7,71.9,0,0,9107,0,70.71
2023-05-05,31.8,20.5,78.5,0,0,9559,0,74.55
2023-05-06,31.7,24.2,79.6,0,1,8952,1,96.51
2023-05-07,34.4,14.6,73.9,0,1,9622,1,95.68
2023-05-08,33.4,31.8,72.2,0,0,9100,0,71.52
2023-05-09,33.7,5.9,78.8,0,0,9168,0,75.15
2023-05-10,33.3,11.5,78.0,0,0,9379,0,76.14
2023-05-11,30.8,9.8,75.1,0,0,9062,1,78.78
2023-05-12,30.4,16.3,79.8,0,0,8872,0,74.59
2023-05-13,34.6,2.2,78.6,0,1,9518,2,109.7
2023-05-14,29.2,15.4,80.4,0,1,9391,1,98.1
2023-05-15,33.3,0.0,78.1,0,0,9164,0,76.46
2023-05-16,32.2,0.0,80.7,0,0,9401,0,78.95
2023-05-17,32.1,13.5,72.4,0,0,9186,1,87.07
2023-05-18,30.9,25.8,71.5,0,0,9081,0,74.72
2023-05-19,32.8,3.7,79.2,0,0,9069,0,80.62
2023-05-20,31.0,0.0,73.7,0,1,9485,1,101.44
2023-05-21,30.1,2.5,75.6,0,1,8976,1,88.66
2023-05-22,34.3,36.2,71.0,0,0,8863,0,72.82
2023-05-23,31.0,18.0,76.2,0,0,9119,0,75.58
2023-05-24,31.6,6.6,82.1,0,0,9288,0,80.85
2023-05-25,30.9,15.4,78.6,0,0,9210,0,71.33
2023-05-26,34.7,32.6,73.9,0,0,9474,0,77.1
2023-05-27,31.7,3.3,73.8,0,1,9220,1,91.75
2023-05-28,35.0,1.0,74.1,0,1,9012,2,104.32
2023-05-29,31.8,27.9,79.7,0,0,9378,0,72.99
2023-05-30,33.2,24.5,80.2,0,0,9503,2,91.84
2023-05-31,31.2,18.8,80.1,0,0,9085,0,69.15
2023-06-01,29.6,0.0,72.8,1,0,9146,1,112.18
2023-06-02,30.7,6.0,70.5,0,0,8886,0,77.85
2023-06-03,31.5,13.0,72.2,0,1,9147,1,101.6
2023-06-04,31.2,15.6,77.0,0,1,9034,0,97.58
2023-06-05,29.2,13.9,78.9,0,0,9295,0,78.97
2023-06-06,32.6,0.0,74.8,0,0,9036,0,80.38
2023-06-07,28.3,0.0,76.2,0,0,9089,0,78.36
2023-06-08,32.1,9.6,74.6,0,0,9327,0,82.3
2023-06-09,31.0,0.0,69.4,0,0,9304,0,88.18
2023-06-10,28.6,15.7,75.3,0,1,9011,1,98.28
2023-06-11,31.4,10.6,77.5,0,1,9240,1,99.63
2023-06-12,30.3,28.5,81.6,0,0,9141,0,82.68
2023-06-13,32.0,12.9,79.1,0,0,8988,0,77.64
2023-06-14,31.6,7.3,75.5,0,0,9438,0,77.09
2023-06-15,32.8,9.9,80.7,0,0,9045,0,77.07
2023-06-16,32.1,11.9,74.6,0,0,8807,0,73.24
2023-06-17,31.3,0.0,79.9,0,1,9633,3,116.49
2023-06-18,29.7,7.6,81.2,0,1,9107,1,98.17
2023-06-19,33.0,14.9,80.1,0,0,8918,0,78.16
2023-06-20,29.1,15.7,75.3,0,0,9193,0,83.02
2023-06-21,29.9,0.0,72.5,0,0,8970,0,79.6
2023-06-22,31.9,0.0,76.4,0,0,9201,0,82.33
2023-06-23,32.3,1.4,77.0,0,0,8824,1,82.01
2023-06-24,31.2,4.3,79.3,0,1,9847,1,112.39
2023-06-25,32.2,3.4,75.1,0,1,9362,2,119.42
2023-06-26,32.1,0.0,82.1,0,0,8892,2,94.87
2023-06-27,31.2,2.4,74.6,0,0,9032,1,88.01
2023-06-28,30.8,10.0,70.9,0,0,9166,0,75.66
2023-06-29,29.2,23.5,77.8,0,0,9191,0,80.17
2023-06-30,32.4,9.9,70.9,0,0,8873,0,83.31
2023-07-01,30.0,1.0,76.8,0,1,9177,1,101.87
2023-07-02,29.4,3.9,74.9,0,1,9117,1,97.23
2023-07-03,28.3,9.2,76.5,0,0,9094,0,77.59
2023-07-04,30.5,0.0,81.5,0,0,9535,0,81.39
2023-07-05,30.0,0.0,72.5,0,0,9231,0,78.82
2023-07-06,30.8,0.0,73.8,0,0,9261,0,82.62
2023-07-07,29.7,3.3,74.9,0,0,9046,0,79.13
2023-07-08,29.1,8.3,74.7,0,1,9229,1,104.7
2023-07-09,29.0,0.0,73.9,0,1,9086,0,91.4
2023-07-10,26.4,12.4,74.2,0,0,9456,0,77.65
2023-07-11,29.2,13.8,77.6,0,0,9065,0,76.64
2023-07-12,32.5,14.4,77.3,0,0,9222,0,79.04
2023-07-13,30.6,13.2,76.1,0,0,9138,1,86.67
2023-07-14,27.2,17.2,84.4,0,0,9008,0,82.45
2023-07-15,29.5,0.0,77.0,0,1,8934,1,105.27
2023-07-16,27.1,14.2,77.7,0,1,9083,1,101.39
2023-07-17,28.0,12.8,77.7,0,0,9035,0,77.84
2023-07-18,29.2,30.3,75.8,0,0,9198,0,72.77
2023-07-19,27.6,0.6,72.1,0,0,9339,0,80.61
2023-07-20,28.2,7.8,75.5,0,0,8913,0,74.08
2023-07-21,27.6,5.5,73.1,0,0,9023,0,82.25
2023-07-22,29.1,40.8,81.1,0,1,9115,0,82.03
2023-07-23,31.9,12.2,81.4,0,1,8913,0,91.02
2023-07-24,27.4,9.6,72.8,0,0,9234,0,76.18
2023-07-25,28.5,3.6,83.1,0,0,9356,0,80.39
2023-07-26,28.6,4.7,77.1,0,0,9009,0,79.55
2023-07-27,30.1,2.7,69.8,0,0,9222,0,83.16
2023-07-28,30.5,15.4,73.4,0,0,8796,0,76.21
2023-07-29,27.7,34.0,77.5,0,1,9164,2,108.21
2023-07-30,30.0,0.9,73.7,0,1,8634,1,92.08
